year,utility_id_irp,target_type,net_generation_mwh,net_generation_mwh_1point5c,emissions_co2_historical,emissions_co2_irp,emissions_co2_1point5c,emissions_co2_target,emissions_co2_target_all_years,ticker,parent_name,fraction_owned_utility,utility_name_irp
2016,10331,Utility/Parent,2096586.9999999998,2096586.9999999998,1.7196648313554928,,1.385544447775033,0.0,,AEP,"American Electric Power Co., Inc.",1.0,Kingsport Power Co.
2017,10331,Utility/Parent,2016784.9999999998,2016784.9999999998,1.634562102765284,,1.295559274885649,0.0,,AEP,"American Electric Power Co., Inc.",1.0,Kingsport Power Co.
2018,10331,Utility/Parent,2108476.0,2108476.0,1.681577370062901,,1.318678255964735,0.0,,AEP,"American Electric Power Co., Inc.",1.0,Kingsport Power Co.
2019,10331,Utility/Parent,1986448.0000000002,1986448.0000000002,1.5590645854797434,,1.1509033795285706,0.0,,AEP,"American Electric Power Co., Inc.",1.0,Kingsport Power Co.
2020,10331,Utility/Parent,1700362.0,1700362.0,1.3092929711781538,,0.9164933767881791,0.0,,AEP,"American Electric Power Co., Inc.",1.0,Kingsport Power Co.
2021,10331,Utility/Parent,1675182.0,1675182.0,1.326849377629755,,0.9384257521492273,0.0,,AEP,"American Electric Power Co., Inc.",1.0,Kingsport Power Co.
2022,10331,Utility/Parent,1675182.0,1711649.85923105,,1.283140057421613,0.8216569769700819,0.0,1.326849377629755,AEP,"American Electric Power Co., Inc.",1.0,Kingsport Power Co.
2023,10331,Utility/Parent,1675182.0,1728410.0849625652,,1.240870617809768,0.725724596969154,0.0,1.326849377629755,AEP,"American Electric Power Co., Inc.",1.0,Kingsport Power Co.
2024,10331,Utility/Parent,1675182.0,1754964.7766301902,,1.1999936259784791,0.6445414793071141,0.0,1.326849377629755,AEP,"American Electric Power Co., Inc.",1.0,Kingsport Power Co.
2025,10331,Utility/Parent,1675182.0,1796807.5467509422,,1.1604632116526878,0.5739841228596791,0.0,1.326849377629755,AEP,"American Electric Power Co., Inc.",1.0,Kingsport Power Co.
2026,10331,Utility/Parent,1675182.0,1859927.964615295,,1.1222350156245098,0.5111571524016503,0.0,1.326849377629755,AEP,"American Electric Power Co., Inc.",1.0,Kingsport Power Co.
2027,10331,Utility/Parent,1675182.0,1951684.6397638677,,1.0852661399753791,0.4540824573211479,0.0,1.326849377629755,AEP,"American Electric Power Co., Inc.",1.0,Kingsport Power Co.
2028,10331,Utility/Parent,1675182.0,2080340.195079793,,1.049515099937981,0.4014350824327767,0.0,1.326849377629755,AEP,"American Electric Power Co., Inc.",1.0,Kingsport Power Co.
2029,10331,Utility/Parent,1675182.0,2253663.424339579,,1.0149417773439602,0.3523997585176708,0.0,1.326849377629755,AEP,"American Electric Power Co., Inc.",1.0,Kingsport Power Co.
2030,10331,Utility/Parent,1675182.0,2476333.298918539,,0.9815073756051615,0.3065739357018316,0.0,1.326849377629755,AEP,"American Electric Power Co., Inc.",1.0,Kingsport Power Co.
2031,10331,Utility/Parent,1675182.0,2746464.023829405,,0.9491743761778895,0.2638681378876514,0.0,1.326849377629755,AEP,"American Electric Power Co., Inc.",1.0,Kingsport Power Co.
2032,10331,Utility/Parent,1675182.0,3052710.417947413,,0.9179064964613272,0.22439292668637473,0.0,1.326849377629755,AEP,"American Electric Power Co., Inc.",1.0,Kingsport Power Co.
2033,10331,Utility/Parent,1675182.0,3374300.4178113407,,0.8876686490828757,0.1883463650818305,0.0,1.326849377629755,AEP,"American Electric Power Co., Inc.",1.0,Kingsport Power Co.
2034,10331,Utility/Parent,1675182.0,3685446.5387284383,,0.8584269025247226,0.15592017624672022,0.0,1.326849377629755,AEP,"American Electric Power Co., Inc.",1.0,Kingsport Power Co.
2035,10331,Utility/Parent,1675182.0,3962621.253315885,,0.8301484430474582,0.12723513845327744,0.0,1.326849377629755,AEP,"American Electric Power Co., Inc.",1.0,Kingsport Power Co.
2036,10331,Utility/Parent,1675182.0,4190721.037218796,,0.8028015378680092,0.10230685650619731,0.0,1.326849377629755,AEP,"American Electric Power Co., Inc.",1.0,Kingsport Power Co.
2037,10331,Utility/Parent,1675182.0,4365022.3257257715,,0.7763554995505738,0.08103704730046919,0.0,1.326849377629755,AEP,"American Electric Power Co., Inc.",1.0,Kingsport Power Co.
2038,10331,Utility/Parent,1675182.0,4489088.058825075,,0.7507806515705969,0.06322323376103582,0.0,1.326849377629755,AEP,"American Electric Power Co., Inc.",1.0,Kingsport Power Co.
2039,10331,Utility/Parent,1675182.0,4570991.19898275,,0.7260482950131416,0.0485798218864087,0.0,1.326849377629755,AEP,"American Electric Power Co., Inc.",1.0,Kingsport Power Co.
2040,10331,Utility/Parent,1675182.0,4620013.825271894,,0.7021306763682917,0.03676456593598977,0.0,1.326849377629755,AEP,"American Electric Power Co., Inc.",1.0,Kingsport Power Co.
2041,10331,Utility/Parent,1675182.0,4644664.134021975,,0.679000956387442,0.027405775954281328,0.0,1.326849377629755,AEP,"American Electric Power Co., Inc.",1.0,Kingsport Power Co.
2042,10331,Utility/Parent,1675182.0,4651869.968276576,,0.6566331799655315,0.02012696492858302,0.0,1.326849377629755,AEP,"American Electric Power Co., Inc.",1.0,Kingsport Power Co.
2043,10331,Utility/Parent,1675182.0,4646889.250277841,,0.6350022470154219,0.01456691669004015,0.0,1.326849377629755,AEP,"American Electric Power Co., Inc.",1.0,Kingsport Power Co.
2044,10331,Utility/Parent,1675182.0,4633542.3815643275,,0.6140838843017365,0.010394262215722623,0.0,1.326849377629755,AEP,"American Electric Power Co., Inc.",1.0,Kingsport Power Co.
2045,10331,Utility/Parent,1675182.0,4614530.520399537,,0.5938546182025561,0.007316541341675959,0.0,1.326849377629755,AEP,"American Electric Power Co., Inc.",1.0,Kingsport Power Co.
2046,10331,Utility/Parent,1675182.0,4591731.033062211,,0.5742917483684019,0.005084351258474118,0.0,1.326849377629755,AEP,"American Electric Power Co., Inc.",1.0,Kingsport Power Co.
2047,10331,Utility/Parent,1675182.0,4566434.632060068,,0.5553733222489509,0.003491532851693549,0.0,1.326849377629755,AEP,"American Electric Power Co., Inc.",1.0,Kingsport Power Co.
2048,10331,Utility/Parent,1675182.0,4539522.362290821,,0.5370781104588959,0.0023725044601308294,0.0,1.326849377629755,AEP,"American Electric Power Co., Inc.",1.0,Kingsport Power Co.
2049,10331,Utility/Parent,1675182.0,4511592.624953905,,0.5193855829553089,0.0015977927294341557,0.0,1.326849377629755,AEP,"American Electric Power Co., Inc.",1.0,Kingsport Power Co.
2050,10331,Utility/Parent,1675182.0,4483050.251682199,,0.5022758859997734,0.0010686801634878726,0.0,1.326849377629755,AEP,"American Electric Power Co., Inc.",1.0,Kingsport Power Co.
2005,14015,Utility/Parent,111775.7760085451,111775.7760085451,0.10758422465776826,,0.10758422465776826,0.0,,AEP,"American Electric Power Co., Inc.",0.4347,Ohio Valley Electric Corp.
2006,14015,Utility/Parent,108678.96924413284,108678.96924413284,0.10565152349985946,,0.10151489026201255,0.0,,AEP,"American Electric Power Co., Inc.",0.4347,Ohio Valley Electric Corp.
2007,14015,Utility/Parent,112927.36508012326,112927.36508012326,0.11141766103112949,,0.10597341069079011,0.0,,AEP,"American Electric Power Co., Inc.",0.4347,Ohio Valley Electric Corp.
2008,14015,Utility/Parent,119295.05447371444,119295.05447371444,0.11706043746167175,,0.11030342052458633,0.0,,AEP,"American Electric Power Co., Inc.",0.4347,Ohio Valley Electric Corp.
2009,14015,Utility/Parent,115539.72858420064,115539.72858420064,0.1149817943696958,,0.10167053563939137,0.0,,AEP,"American Electric Power Co., Inc.",0.4347,Ohio Valley Electric Corp.
2010,14015,Utility/Parent,109848.44503270497,109848.44503270497,0.1081153584714712,,0.0979345665480783,0.0,,AEP,"American Electric Power Co., Inc.",0.4347,Ohio Valley Electric Corp.
2011,14015,Utility/Parent,109957.66376377891,109957.66376377891,0.10986563269539355,,0.0940973505048472,0.0,,AEP,"American Electric Power Co., Inc.",0.4347,Ohio Valley Electric Corp.
2012,14015,Utility/Parent,92849.8361210214,92849.8361210214,0.09222497934971761,,0.07521278342199127,0.0,,AEP,"American Electric Power Co., Inc.",0.4347,Ohio Valley Electric Corp.
2013,14015,Utility/Parent,87681.29296801722,87681.29296801722,0.08575797455473275,,0.0715880693261649,0.0,,AEP,"American Electric Power Co., Inc.",0.4347,Ohio Valley Electric Corp.
2014,14015,Utility/Parent,91997.49721941842,91997.49721941842,0.08895928218322686,,0.07460411752616843,0.0,,AEP,"American Electric Power Co., Inc.",0.4347,Ohio Valley Electric Corp.
2015,14015,Utility/Parent,85276.76749879582,85276.76749879582,0.08470977111354937,,0.06479652054668233,0.0,,AEP,"American Electric Power Co., Inc.",0.4347,Ohio Valley Electric Corp.
2016,14015,Utility/Parent,77108.64109599308,77108.64109599308,0.07801615516471741,,0.05582675660637552,0.0,,AEP,"American Electric Power Co., Inc.",0.4347,Ohio Valley Electric Corp.
2017,14015,Utility/Parent,69487.11367362653,69487.11367362653,0.06867468232041977,,0.04890280063235705,0.0,,AEP,"American Electric Power Co., Inc.",0.4347,Ohio Valley Electric Corp.
2018,14015,Utility/Parent,66073.44784680654,66073.44784680654,0.06604549011685612,,0.045271921383055275,0.0,,AEP,"American Electric Power Co., Inc.",0.4347,Ohio Valley Electric Corp.
2019,14015,Utility/Parent,54748.90459052621,54748.90459052621,0.055182930535359616,,0.03475112532656114,0.0,,AEP,"American Electric Power Co., Inc.",0.4347,Ohio Valley Electric Corp.
2020,14015,Utility/Parent,48524.339840975656,48524.339840975656,0.04946734688834942,,0.028653610274936143,0.0,,AEP,"American Electric Power Co., Inc.",0.4347,Ohio Valley Electric Corp.
2021,14015,Utility/Parent,48943.35682338406,48943.35682338406,0.04885165272116205,,0.03003747661539264,0.0,,AEP,"American Electric Power Co., Inc.",0.4347,Ohio Valley Electric Corp.
2022,14015,Utility/Parent,48943.35682338407,50008.828782210156,,0.0480316496367863,0.02629989871344492,0.0,0.047424811421548335,AEP,"American Electric Power Co., Inc.",0.4347,Ohio Valley Electric Corp.
2023,14015,Utility/Parent,48943.35682338407,50498.50793851557,,0.04720200971151279,0.023229259811712595,0.0,0.045997970121934614,AEP,"American Electric Power Co., Inc.",0.4347,Ohio Valley Electric Corp.
2024,14015,Utility/Parent,48943.35682338407,51274.34945879427,,0.0463794040494571,0.020630720723507332,0.0,0.0445711288223209,AEP,"American Electric Power Co., Inc.",0.4347,Ohio Valley Electric Corp.
2025,14015,Utility/Parent,48943.35682338407,52496.85879121236,,0.04554556925299973,0.01837229490827381,0.0,0.043144287522707186,AEP,"American Electric Power Co., Inc.",0.4347,Ohio Valley Electric Corp.
2026,14015,Utility/Parent,48943.35682338407,54341.03162400075,,0.04472093425650839,0.016361306130923087,0.0,0.04171744622309347,AEP,"American Electric Power Co., Inc.",0.4347,Ohio Valley Electric Corp.
2027,14015,Utility/Parent,48943.35682338407,57021.86253832763,,0.04389998638612425,0.014534438299467163,0.0,0.04029060492347975,AEP,"American Electric Power Co., Inc.",0.4347,Ohio Valley Electric Corp.
2028,14015,Utility/Parent,48943.35682338407,60780.7584380794,,0.04309616991947167,0.012849281761030874,0.0,0.03886376362386604,AEP,"American Electric Power Co., Inc.",0.4347,Ohio Valley Electric Corp.
2029,14015,Utility/Parent,48943.35682338407,65844.6981505661,,0.042272560298106325,0.011279741078611518,0.0,0.03743692232425232,AEP,"American Electric Power Co., Inc.",0.4347,Ohio Valley Electric Corp.
2030,14015,Utility/Parent,48943.35682338407,72350.38596558334,,0.04146760267888661,0.00981293128778961,0.01485176734484505,0.0360100810246386,AEP,"American Electric Power Co., Inc.",0.4347,Ohio Valley Electric Corp.
2031,14015,Utility/Parent,48943.35682338407,80242.72510143362,,0.040669382661489416,0.008445988404724806,0.0,0.03523165970707828,AEP,"American Electric Power Co., Inc.",0.4347,Ohio Valley Electric Corp.
2032,14015,Utility/Parent,48943.35682338407,89190.24635177678,,0.03989551481676713,0.007182451326132915,0.0,0.034453238389517964,AEP,"American Electric Power Co., Inc.",0.4347,Ohio Valley Electric Corp.
2033,14015,Utility/Parent,48943.35682338406,98586.05774073167,,0.039095486339075156,0.006028659724845282,0.0,0.033674817071957644,AEP,"American Electric Power Co., Inc.",0.4347,Ohio Valley Electric Corp.
2034,14015,Utility/Parent,48943.35682338407,107676.73303467424,,0.0383208347636651,0.004990750346686991,0.0,0.032896395754397324,AEP,"American Electric Power Co., Inc.",0.4347,Ohio Valley Electric Corp.
2035,14015,Utility/Parent,48943.35682338407,115774.87458494943,,0.03755497757614739,0.004072589107016348,0.006495999700632269,0.032117974436837,AEP,"American Electric Power Co., Inc.",0.4347,Ohio Valley Electric Corp.
2036,14015,Utility/Parent,48943.35682338407,122439.20664850845,,0.03681844772725601,0.0032746754901612726,0.0,0.03139154863636275,AEP,"American Electric Power Co., Inc.",0.4347,Ohio Valley Electric Corp.
2037,14015,Utility/Parent,48943.35682338407,127531.72206365291,,0.0360511534255518,0.0025938636143493588,0.0,0.030665122835888507,AEP,"American Electric Power Co., Inc.",0.4347,Ohio Valley Electric Corp.
2038,14015,Utility/Parent,48943.35682338407,131156.5183213932,,0.03531383304182329,0.0020236725188937784,0.0,0.029938697035414262,AEP,"American Electric Power Co., Inc.",0.4347,Ohio Valley Electric Corp.
2039,14015,Utility/Parent,48943.35682338407,133549.46106653535,,0.034586605971560824,0.0015549608059571855,0.0,0.029212271234940024,AEP,"American Electric Power Co., Inc.",0.4347,Ohio Valley Electric Corp.
2040,14015,Utility/Parent,48943.35682338407,134981.74238933434,,0.03389193909515263,0.0011767737480010531,0.004073189429219689,0.02848584543446578,AEP,"American Electric Power Co., Inc.",0.4347,Ohio Valley Electric Corp.
2041,14015,Utility/Parent,48943.35682338407,135701.94404919088,,0.033163314757013965,0.0008772141562271525,0.0,0.02788401082204957,AEP,"American Electric Power Co., Inc.",0.4347,Ohio Valley Electric Corp.
2042,14015,Utility/Parent,48943.35682338407,135912.47503456028,,0.03246761170498833,0.000644231295866019,0.0,0.027282176209633368,AEP,"American Electric Power Co., Inc.",0.4347,Ohio Valley Electric Corp.
2043,14015,Utility/Parent,48943.35682338407,135766.9546921445,,0.03178272867315577,0.00046626322693441437,0.0,0.02668034159721716,AEP,"American Electric Power Co., Inc.",0.4347,Ohio Valley Electric Corp.
2044,14015,Utility/Parent,48943.35682338407,135377.00270011,,0.03113229709157792,0.0003327033678732414,0.0,0.026078506984800957,AEP,"American Electric Power Co., Inc.",0.4347,Ohio Valley Electric Corp.
2045,14015,Utility/Parent,48943.35682338407,134821.5380969415,,0.030445838441253908,0.0002341905461916581,0.0,0.025476672372384754,AEP,"American Electric Power Co., Inc.",0.4347,Ohio Valley Electric Corp.
2046,14015,Utility/Parent,48943.35682338407,134155.41140495165,,0.029793979517626155,0.00016274178503849598,0.0,0.02507661263459762,AEP,"American Electric Power Co., Inc.",0.4347,Ohio Valley Electric Corp.
2047,14015,Utility/Parent,48943.35682338407,133416.33303579816,,0.02915324069798818,0.00011175826765668593,0.0,0.02467655289681048,AEP,"American Electric Power Co., Inc.",0.4347,Ohio Valley Electric Corp.
2048,14015,Utility/Parent,48943.35682338407,132630.044249121,,0.02854782123236951,7.593999533568026e-05,0.0,0.024276493159023343,AEP,"American Electric Power Co., Inc.",0.4347,Ohio Valley Electric Corp.
2049,14015,Utility/Parent,48943.35682338407,131814.0283771357,,0.02790519459142607,5.114273733079623e-05,0.0,0.023876433421236208,AEP,"American Electric Power Co., Inc.",0.4347,Ohio Valley Electric Corp.
2050,14015,Utility/Parent,48943.35682338407,130980.11328037406,,0.027297879513343698,3.420670771937254e-05,0.0,0.02347637368344907,AEP,"American Electric Power Co., Inc.",0.4347,Ohio Valley Electric Corp.
2005,15474,Utility/Parent,18640085.71886219,18640085.71886219,13.5477138468578,,13.5477138468578,0.0,,AEP,"American Electric Power Co., Inc.",1.0,Public Service Co. Of Oklahoma
2006,15474,Utility/Parent,18624360.087137826,18624360.087137826,14.153908584148185,,13.136594902815203,0.0,,AEP,"American Electric Power Co., Inc.",1.0,Public Service Co. Of Oklahoma
2007,15474,Utility/Parent,19009751.829935223,19009751.829935223,14.34861023574022,,13.470737507474203,0.0,,AEP,"American Electric Power Co., Inc.",1.0,Public Service Co. Of Oklahoma
2008,15474,Utility/Parent,18747440.750897534,18747440.750897534,13.408283600984987,,13.089580827854476,0.0,,AEP,"American Electric Power Co., Inc.",1.0,Public Service Co. Of Oklahoma
2009,15474,Utility/Parent,18050972.65517412,18050972.65517412,13.074239458617537,,11.994484457488703,0.0,,AEP,"American Electric Power Co., Inc.",1.0,Public Service Co. Of Oklahoma
2010,15474,Utility/Parent,18964809.930259187,18964809.930259187,11.90410298743179,,12.767556707516704,0.0,,AEP,"American Electric Power Co., Inc.",1.0,Public Service Co. Of Oklahoma
2011,15474,Utility/Parent,19388963.747425344,19388963.747425344,12.658979870024714,,12.529210303935374,0.0,,AEP,"American Electric Power Co., Inc.",1.0,Public Service Co. Of Oklahoma
2012,15474,Utility/Parent,18514048.58381979,18514048.58381979,11.548443667872544,,11.324763146365573,0.0,,AEP,"American Electric Power Co., Inc.",1.0,Public Service Co. Of Oklahoma
2013,15474,Utility/Parent,18752743.937409528,18752743.937409528,12.064504627001323,,11.56154136197714,0.0,,AEP,"American Electric Power Co., Inc.",1.0,Public Service Co. Of Oklahoma
2014,15474,Utility/Parent,18655441.97032436,18655441.97032436,12.826882257679644,,11.423772259709535,0.0,,AEP,"American Electric Power Co., Inc.",1.0,Public Service Co. Of Oklahoma
2015,15474,Utility/Parent,18493101.80001194,18493101.80001194,11.977478587148674,,10.61079503564708,0.0,,AEP,"American Electric Power Co., Inc.",1.0,Public Service Co. Of Oklahoma
2016,15474,Utility/Parent,19064806.91175227,19064806.91175227,9.17646143639108,,10.422909523388391,0.0,,AEP,"American Electric Power Co., Inc.",1.0,Public Service Co. Of Oklahoma
2017,15474,Utility/Parent,18690786.500196792,18690786.500196792,8.37734498791206,,9.932858412685196,0.0,,AEP,"American Electric Power Co., Inc.",1.0,Public Service Co. Of Oklahoma
2018,15474,Utility/Parent,19378134.299919292,19378134.299919292,8.544993132820874,,10.026079121409891,0.0,,AEP,"American Electric Power Co., Inc.",1.0,Public Service Co. Of Oklahoma
2019,15474,Utility/Parent,19231218.5649517,19231218.5649517,10.614290871726908,,9.217591368448343,0.0,,AEP,"American Electric Power Co., Inc.",1.0,Public Service Co. Of Oklahoma
2020,15474,Utility/Parent,18393950.778223023,18393950.778223023,9.392663082074993,,8.201852279209088,0.0,,AEP,"American Electric Power Co., Inc.",1.0,Public Service Co. Of Oklahoma
2021,15474,Utility/Parent,20734288.53611798,20734288.53611798,11.217213244931983,,9.608952358648345,0.0,,AEP,"American Electric Power Co., Inc.",1.0,Public Service Co. Of Oklahoma
2022,15474,Utility/Parent,20777908.159730915,21185663.4408096,,10.989339029637971,8.413305718405992,0.0,10.778405934224365,AEP,"American Electric Power Co., Inc.",1.0,Public Service Co. Of Oklahoma
2023,15474,Utility/Parent,20821619.54784114,21393110.366724342,,10.776993119095946,7.431012055887146,0.0,10.553428411444026,AEP,"American Electric Power Co., Inc.",1.0,Public Service Co. Of Oklahoma
2024,15474,Utility/Parent,20865422.8934976,21721786.67713371,,9.143197070593114,6.599742551449,0.0,10.328450888663687,AEP,"American Electric Power Co., Inc.",1.0,Public Service Co. Of Oklahoma
2025,15474,Utility/Parent,20909318.390155405,22239688.65365574,,7.960322489521976,5.877274870758413,0.0,10.103473365883348,AEP,"American Electric Power Co., Inc.",1.0,Public Service Co. Of Oklahoma
2026,15474,Utility/Parent,20953306.2316766,23020951.20096094,,6.763587447812232,5.233961998550056,0.0,9.878495843103009,AEP,"American Electric Power Co., Inc.",1.0,Public Service Co. Of Oklahoma
2027,15474,Utility/Parent,20997386.6123311,24156654.29330873,,6.636890150613699,4.64954919374702,0.0,9.65351832032267,AEP,"American Electric Power Co., Inc.",1.0,Public Service Co. Of Oklahoma
2028,15474,Utility/Parent,21041559.72679749,25749067.180800885,,6.50963308748654,4.110469659802375,0.0,9.42854079754233,AEP,"American Electric Power Co., Inc.",1.0,Public Service Co. Of Oklahoma
2029,15474,Utility/Parent,21085825.77016393,27894346.825331528,,6.394232879363361,3.6083754980511364,0.0,9.203563274761992,AEP,"American Electric Power Co., Inc.",1.0,Public Service Co. Of Oklahoma
2030,15474,Utility/Parent,21130184.937928975,30650406.42233135,,6.086685718031239,3.1391448239943167,2.0181076578305652,8.978585751981653,AEP,"American Electric Power Co., Inc.",1.0,Public Service Co. Of Oklahoma
2031,15474,Utility/Parent,21174637.42600246,33993904.85579865,,5.702585000500662,2.7018614526730325,0.0,8.844045241459614,AEP,"American Electric Power Co., Inc.",1.0,Public Service Co. Of Oklahoma
2032,15474,Utility/Parent,21219183.430706397,37784419.02010347,,5.604211599886757,2.2976574728569177,0.0,8.709504730937578,AEP,"American Electric Power Co., Inc.",1.0,Public Service Co. Of Oklahoma
2033,15474,Utility/Parent,21263823.148775764,41764846.13041674,,5.516576735914334,1.9285609381999391,0.0,8.57496422041554,AEP,"American Electric Power Co., Inc.",1.0,Public Service Co. Of Oklahoma
2034,15474,Utility/Parent,21308556.77735944,45616005.853950635,,5.427443503893885,1.5965349862527443,0.0,8.440423709893503,AEP,"American Electric Power Co., Inc.",1.0,Public Service Co. Of Oklahoma
2035,15474,Utility/Parent,21353384.51402107,49046690.10627204,,5.340797179254753,1.3028163186522967,0.0,8.305883199371465,AEP,"American Electric Power Co., Inc.",1.0,Public Service Co. Of Oklahoma
2036,15474,Utility/Parent,21398306.55673989,51869957.509138785,,5.253843087192387,1.0475647198296378,0.0,8.171342688849426,AEP,"American Electric Power Co., Inc.",1.0,Public Service Co. Of Oklahoma
2037,15474,Utility/Parent,21443323.103911657,54027342.92046768,,5.174695246671775,0.8297738260191265,0.0,8.03680217832739,AEP,"American Electric Power Co., Inc.",1.0,Public Service Co. Of Oklahoma
2038,15474,Utility/Parent,21488434.354349494,55562946.04151719,,5.0951090883179635,0.647370385753092,0.0,7.902261667805352,AEP,"American Electric Power Co., Inc.",1.0,Public Service Co. Of Oklahoma
2039,15474,Utility/Parent,21533640.50728477,56576688.631900415,,5.017748647079383,0.49743007694432195,0.0,7.767721157283314,AEP,"American Electric Power Co., Inc.",1.0,Public Service Co. Of Oklahoma
2040,15474,Utility/Parent,21578941.762368005,57183458.09233959,,4.94098727580709,0.3764484955322658,0.0,7.633180646761277,AEP,"American Electric Power Co., Inc.",1.0,Public Service Co. Of Oklahoma
2041,15474,Utility/Parent,21624338.3196697,57488563.217710175,,4.869462450717286,0.2806197452418202,0.0,7.4986401362392385,AEP,"American Electric Power Co., Inc.",1.0,Public Service Co. Of Oklahoma
2042,15474,Utility/Parent,21669830.379681297,57577752.24109889,,4.798419482230878,0.20608881062780793,0.0,7.364099625717201,AEP,"American Electric Power Co., Inc.",1.0,Public Service Co. Of Oklahoma
2043,15474,Utility/Parent,21715418.143315975,57516104.22667251,,4.729367722656827,0.14915704110466155,0.0,7.229559115195164,AEP,"American Electric Power Co., Inc.",1.0,Public Service Co. Of Oklahoma
2044,15474,Utility/Parent,21761101.811909616,57350905.56350655,,4.661701690037501,0.10643140408863676,0.0,7.095018604673125,AEP,"American Electric Power Co., Inc.",1.0,Public Service Co. Of Oklahoma
2045,15474,Utility/Parent,21806881.58722164,57115589.391890936,,4.59702021887384,0.07491727184727304,0.0,6.960478094151088,AEP,"American Electric Power Co., Inc.",1.0,Public Service Co. Of Oklahoma
2046,15474,Utility/Parent,21852757.671435937,56833392.50287967,,4.53361929398156,0.052060899762629974,0.0,6.960478094151088,AEP,"American Electric Power Co., Inc.",1.0,Public Service Co. Of Oklahoma
2047,15474,Utility/Parent,21898730.26716172,56520290.47736616,,4.471999142540033,0.03575133435302811,0.0,6.960478094151088,AEP,"American Electric Power Co., Inc.",1.0,Public Service Co. Of Oklahoma
2048,15474,Utility/Parent,21944799.57743445,56187188.30306067,,4.412447053136173,0.024293112455478168,0.0,6.960478094151088,AEP,"American Electric Power Co., Inc.",1.0,Public Service Co. Of Oklahoma
2049,15474,Utility/Parent,21990965.805716727,55841492.591978766,,4.35390595822041,0.016360499678280432,0.0,6.960478094151088,AEP,"American Electric Power Co., Inc.",1.0,Public Service Co. Of Oklahoma
2050,15474,Utility/Parent,22037229.155899167,55488214.08079542,,4.297338591110179,0.010942684334982472,0.0,6.960478094151088,AEP,"American Electric Power Co., Inc.",1.0,Public Service Co. Of Oklahoma
2005,17698,Utility/Parent,18152087.214777242,18152087.214777242,17.525968128348623,,17.525968128348623,0.0,,AEP,"American Electric Power Co., Inc.",1.0,Southwestern Electric Power Co.
2006,17698,Utility/Parent,18187983.77061843,18187983.77061843,17.310521154403062,,17.04210921398208,0.0,,AEP,"American Electric Power Co., Inc.",1.0,Southwestern Electric Power Co.
2007,17698,Utility/Parent,18251856.099993113,18251856.099993113,17.560079419984287,,17.181429745047915,0.0,,AEP,"American Electric Power Co., Inc.",1.0,Southwestern Electric Power Co.
2008,17698,Utility/Parent,18004502.35203881,18004502.35203881,17.37126688119616,,16.69945160898318,0.0,,AEP,"American Electric Power Co., Inc.",1.0,Southwestern Electric Power Co.
2009,17698,Utility/Parent,17107123.32481254,17107123.32481254,16.507237856881307,,15.10063819577434,0.0,,AEP,"American Electric Power Co., Inc.",1.0,Southwestern Electric Power Co.
2010,17698,Utility/Parent,18678802.375484914,18678802.375484914,16.47759812162489,,16.704968710454175,0.0,,AEP,"American Electric Power Co., Inc.",1.0,Southwestern Electric Power Co.
2011,17698,Utility/Parent,19717920.117924385,19717920.117924385,17.036777887433843,,16.926514651368542,0.0,,AEP,"American Electric Power Co., Inc.",1.0,Southwestern Electric Power Co.
2012,17698,Utility/Parent,19640812.61645627,19640812.61645627,16.669780566268454,,15.95969249016215,0.0,,AEP,"American Electric Power Co., Inc.",1.0,Southwestern Electric Power Co.
2013,17698,Utility/Parent,19252002.34401369,19252002.34401369,16.570558996321488,,15.767547859217046,0.0,,AEP,"American Electric Power Co., Inc.",1.0,Southwestern Electric Power Co.
2014,17698,Utility/Parent,18779341.02901381,18779341.02901381,16.037111548109344,,15.276423201876431,0.0,,AEP,"American Electric Power Co., Inc.",1.0,Southwestern Electric Power Co.
2015,17698,Utility/Parent,18196000.513401657,18196000.513401657,15.128990190955626,,13.869201052025184,0.0,,AEP,"American Electric Power Co., Inc.",1.0,Southwestern Electric Power Co.
2016,17698,Utility/Parent,17748113.768388562,17748113.768388562,13.960109708063808,,12.889797630704846,0.0,,AEP,"American Electric Power Co., Inc.",1.0,Southwestern Electric Power Co.
2017,17698,Utility/Parent,17555697.1203301,17555697.1203301,14.228809856374655,,12.393731579188023,0.0,,AEP,"American Electric Power Co., Inc.",1.0,Southwestern Electric Power Co.
2018,17698,Utility/Parent,20489507.055185758,20489507.055185758,16.574993014099967,,14.082767666421443,0.0,,AEP,"American Electric Power Co., Inc.",1.0,Southwestern Electric Power Co.
2019,17698,Utility/Parent,17971568.284223616,17971568.284223616,13.910456609078278,,11.442843628025718,0.0,,AEP,"American Electric Power Co., Inc.",1.0,Southwestern Electric Power Co.
2020,17698,Utility/Parent,16756780.733640201,16756780.733640201,12.220166583260228,,9.925784643908262,0.0,,AEP,"American Electric Power Co., Inc.",1.0,Southwestern Electric Power Co.
2021,17698,Utility/Parent,19166567.696179077,19166567.696179077,14.329321509941277,,11.799635396344431,0.0,,AEP,"American Electric Power Co., Inc.",1.0,Southwestern Electric Power Co.
2022,17698,Utility/Parent,19200381.665986273,19583814.11638097,,14.10853187799503,10.331400994596548,0.0,14.12237507116738,AEP,"American Electric Power Co., Inc.",1.0,Southwestern Electric Power Co.
2023,17698,Utility/Parent,19234255.290947814,19775575.967383627,,13.103625524341398,9.125160539108165,0.0,13.319474099937592,AEP,"American Electric Power Co., Inc.",1.0,Southwestern Electric Power Co.
